County,FileNumber,Measure Names,ProviderName,Measure Values
MIAMI-DADE,100050,Bed Census,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,130
MIAMI-DADE,100050,Available,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,43
MIAMI-DADE,100050,Available Capacity,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,0.248554913
MIAMI-DADE,100050,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,173
MIAMI-DADE,100053,Bed Census,HIALEAH HOSPITAL,199
MIAMI-DADE,100053,Available,HIALEAH HOSPITAL,40
MIAMI-DADE,100053,Available Capacity,HIALEAH HOSPITAL,0.167364017
MIAMI-DADE,100053,Total Staffed Bed Capacity,HIALEAH HOSPITAL,239
MIAMI-DADE,100061,Bed Census,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",289
MIAMI-DADE,100061,Available,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",173
MIAMI-DADE,100061,Available Capacity,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",0.374458874
MIAMI-DADE,100061,Total Staffed Bed Capacity,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",462
MIAMI-DADE,100076,Bed Census,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100076,Available,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100076,Available Capacity,VARIETY CHILDREN'S HOSPITAL,
MIAMI-DADE,100076,Total Staffed Bed Capacity,VARIETY CHILDREN'S HOSPITAL,0
MIAMI-DADE,100079,Bed Census,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,25
MIAMI-DADE,100079,Available,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,15
MIAMI-DADE,100079,Available Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,0.375
MIAMI-DADE,100079,Total Staffed Bed Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,40
MIAMI-DADE,100114,Bed Census,JACKSON NORTH MEDICAL CENTER,254
MIAMI-DADE,100114,Available,JACKSON NORTH MEDICAL CENTER,44
MIAMI-DADE,100114,Available Capacity,JACKSON NORTH MEDICAL CENTER,0.147651007
MIAMI-DADE,100114,Total Staffed Bed Capacity,JACKSON NORTH MEDICAL CENTER,298
MIAMI-DADE,100125,Bed Census,HOMESTEAD HOSPITAL,154
MIAMI-DADE,100125,Available,HOMESTEAD HOSPITAL,18
MIAMI-DADE,100125,Available Capacity,HOMESTEAD HOSPITAL,0.104651163
MIAMI-DADE,100125,Total Staffed Bed Capacity,HOMESTEAD HOSPITAL,172
MIAMI-DADE,100131,Bed Census,AVENTURA HOSPITAL AND MEDICAL CENTER,353
MIAMI-DADE,100131,Available,AVENTURA HOSPITAL AND MEDICAL CENTER,38
MIAMI-DADE,100131,Available Capacity,AVENTURA HOSPITAL AND MEDICAL CENTER,0.097186701
MIAMI-DADE,100131,Total Staffed Bed Capacity,AVENTURA HOSPITAL AND MEDICAL CENTER,391
MIAMI-DADE,100152,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,51
MIAMI-DADE,100152,Available,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,6
MIAMI-DADE,100152,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,0.105263158
MIAMI-DADE,100152,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,57
MIAMI-DADE,100154,Bed Census,SOUTH MIAMI HOSPITAL,364
MIAMI-DADE,100154,Available,SOUTH MIAMI HOSPITAL,81
MIAMI-DADE,100154,Available Capacity,SOUTH MIAMI HOSPITAL,0.182022472
MIAMI-DADE,100154,Total Staffed Bed Capacity,SOUTH MIAMI HOSPITAL,445
MIAMI-DADE,100165,Bed Census,WESTCHESTER GENERAL HOSPITAL,88
MIAMI-DADE,100165,Available,WESTCHESTER GENERAL HOSPITAL,11
MIAMI-DADE,100165,Available Capacity,WESTCHESTER GENERAL HOSPITAL,0.111111111
MIAMI-DADE,100165,Total Staffed Bed Capacity,WESTCHESTER GENERAL HOSPITAL,99
MIAMI-DADE,100181,Bed Census,LARKIN COMMUNITY HOSPITAL,92
MIAMI-DADE,100181,Available,LARKIN COMMUNITY HOSPITAL,22
MIAMI-DADE,100181,Available Capacity,LARKIN COMMUNITY HOSPITAL,0.192982456
MIAMI-DADE,100181,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL,114
MIAMI-DADE,100183,Bed Census,CORAL GABLES HOSPITAL,105
MIAMI-DADE,100183,Available,CORAL GABLES HOSPITAL,22
MIAMI-DADE,100183,Available Capacity,CORAL GABLES HOSPITAL,0.173228346
MIAMI-DADE,100183,Total Staffed Bed Capacity,CORAL GABLES HOSPITAL,127
MIAMI-DADE,100187,Bed Census,PALMETTO GENERAL HOSPITAL,259
MIAMI-DADE,100187,Available,PALMETTO GENERAL HOSPITAL,139
MIAMI-DADE,100187,Available Capacity,PALMETTO GENERAL HOSPITAL,0.349246231
MIAMI-DADE,100187,Total Staffed Bed Capacity,PALMETTO GENERAL HOSPITAL,398
MIAMI-DADE,100197,Bed Census,DOUGLAS GARDENS HOSPITAL,19
MIAMI-DADE,100197,Available,DOUGLAS GARDENS HOSPITAL,13
MIAMI-DADE,100197,Available Capacity,DOUGLAS GARDENS HOSPITAL,0.40625
MIAMI-DADE,100197,Total Staffed Bed Capacity,DOUGLAS GARDENS HOSPITAL,32
MIAMI-DADE,100208,Bed Census,JACKSON SOUTH MEDICAL CENTER,232
MIAMI-DADE,100208,Available,JACKSON SOUTH MEDICAL CENTER,23
MIAMI-DADE,100208,Available Capacity,JACKSON SOUTH MEDICAL CENTER,0.090196078
MIAMI-DADE,100208,Total Staffed Bed Capacity,JACKSON SOUTH MEDICAL CENTER,255
MIAMI-DADE,100209,Bed Census,KENDALL REGIONAL MEDICAL CENTER,401
MIAMI-DADE,100209,Available,KENDALL REGIONAL MEDICAL CENTER,51
MIAMI-DADE,100209,Available Capacity,KENDALL REGIONAL MEDICAL CENTER,0.112831858
MIAMI-DADE,100209,Total Staffed Bed Capacity,KENDALL REGIONAL MEDICAL CENTER,452
MIAMI-DADE,100240,Bed Census,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,100240,Available,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,100240,Available Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,
MIAMI-DADE,100240,Total Staffed Bed Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0
MIAMI-DADE,103004,Bed Census,ST CATHERINE'S REHABILITATION HOSPITAL,6
MIAMI-DADE,103004,Available,ST CATHERINE'S REHABILITATION HOSPITAL,16
MIAMI-DADE,103004,Available Capacity,ST CATHERINE'S REHABILITATION HOSPITAL,0.727272727
MIAMI-DADE,103004,Total Staffed Bed Capacity,ST CATHERINE'S REHABILITATION HOSPITAL,22
MIAMI-DADE,103038,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,27
MIAMI-DADE,103038,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,33
MIAMI-DADE,103038,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,0.55
MIAMI-DADE,103038,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,60
MIAMI-DADE,110040,Bed Census,SOUTHERN WINDS,62
MIAMI-DADE,110040,Available,SOUTHERN WINDS,10
MIAMI-DADE,110040,Available Capacity,SOUTHERN WINDS,0.138888889
MIAMI-DADE,110040,Total Staffed Bed Capacity,SOUTHERN WINDS,72
MIAMI-DADE,110041,Bed Census,WEST GABLES REHABILITATION HOSPITAL,53
MIAMI-DADE,110041,Available,WEST GABLES REHABILITATION HOSPITAL,0
MIAMI-DADE,110041,Available Capacity,WEST GABLES REHABILITATION HOSPITAL,0
MIAMI-DADE,110041,Total Staffed Bed Capacity,WEST GABLES REHABILITATION HOSPITAL,53
MIAMI-DADE,110199,Bed Census,NICKLAUS CHILDREN'S HOSPITAL,171
MIAMI-DADE,110199,Available,NICKLAUS CHILDREN'S HOSPITAL,88
MIAMI-DADE,110199,Available Capacity,NICKLAUS CHILDREN'S HOSPITAL,0.339768340
MIAMI-DADE,110199,Total Staffed Bed Capacity,NICKLAUS CHILDREN'S HOSPITAL,259
MIAMI-DADE,120014,Bed Census,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,182
MIAMI-DADE,120014,Available,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0
MIAMI-DADE,120014,Available Capacity,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0
MIAMI-DADE,120014,Total Staffed Bed Capacity,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,182
MIAMI-DADE,23960028,Bed Census,SELECT SPECIALTY HOSPITAL-MIAMI,44
MIAMI-DADE,23960028,Available,SELECT SPECIALTY HOSPITAL-MIAMI,3
MIAMI-DADE,23960028,Available Capacity,SELECT SPECIALTY HOSPITAL-MIAMI,0.063829787
MIAMI-DADE,23960028,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-MIAMI,47
MIAMI-DADE,23960064,Bed Census,WEST KENDALL BAPTIST HOSPITAL,154
MIAMI-DADE,23960064,Available,WEST KENDALL BAPTIST HOSPITAL,9
MIAMI-DADE,23960064,Available Capacity,WEST KENDALL BAPTIST HOSPITAL,0.055214724
MIAMI-DADE,23960064,Total Staffed Bed Capacity,WEST KENDALL BAPTIST HOSPITAL,163
MIAMI-DADE,23960094,Bed Census,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,58
MIAMI-DADE,23960094,Available,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,2
MIAMI-DADE,23960094,Available Capacity,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0.033333333
MIAMI-DADE,23960094,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,60
MIAMI-DADE,23960097,Bed Census,ST CATHERINE'S WEST REHABILITATION HOSPITAL,23
MIAMI-DADE,23960097,Available,ST CATHERINE'S WEST REHABILITATION HOSPITAL,17
MIAMI-DADE,23960097,Available Capacity,ST CATHERINE'S WEST REHABILITATION HOSPITAL,0.425
MIAMI-DADE,23960097,Total Staffed Bed Capacity,ST CATHERINE'S WEST REHABILITATION HOSPITAL,40
MONROE,100024,Bed Census,FISHERMEN'S COMMUNITY HOSPITAL,0
MONROE,100024,Available,FISHERMEN'S COMMUNITY HOSPITAL,4
MONROE,100024,Available Capacity,FISHERMEN'S COMMUNITY HOSPITAL,1
MONROE,100024,Total Staffed Bed Capacity,FISHERMEN'S COMMUNITY HOSPITAL,4
MONROE,100150,Bed Census,DEPOO HOSPITAL,20
MONROE,100150,Available,DEPOO HOSPITAL,3
MONROE,100150,Available Capacity,DEPOO HOSPITAL,0.130434783
MONROE,100150,Total Staffed Bed Capacity,DEPOO HOSPITAL,23
MONROE,100160,Bed Census,MARINERS HOSPITAL,7
MONROE,100160,Available,MARINERS HOSPITAL,18
MONROE,100160,Available Capacity,MARINERS HOSPITAL,0.72
MONROE,100160,Total Staffed Bed Capacity,MARINERS HOSPITAL,25
MONROE,100195,Bed Census,LOWER KEYS MEDICAL CENTER,55
MONROE,100195,Available,LOWER KEYS MEDICAL CENTER,6
MONROE,100195,Available Capacity,LOWER KEYS MEDICAL CENTER,0.098360656
MONROE,100195,Total Staffed Bed Capacity,LOWER KEYS MEDICAL CENTER,61
NASSAU,100140,Bed Census,BAPTIST MEDICAL CENTER NASSAU,41
NASSAU,100140,Available,BAPTIST MEDICAL CENTER NASSAU,27
NASSAU,100140,Available Capacity,BAPTIST MEDICAL CENTER NASSAU,0.397058824
NASSAU,100140,Total Staffed Bed Capacity,BAPTIST MEDICAL CENTER NASSAU,68
OKALOOSA,100054,Bed Census,TWIN CITIES HOSPITAL,36
OKALOOSA,100054,Available,TWIN CITIES HOSPITAL,7
OKALOOSA,100054,Available Capacity,TWIN CITIES HOSPITAL,0.162790698
OKALOOSA,100054,Total Staffed Bed Capacity,TWIN CITIES HOSPITAL,43
OKALOOSA,100122,Bed Census,NORTH OKALOOSA MEDICAL CENTER,68
OKALOOSA,100122,Available,NORTH OKALOOSA MEDICAL CENTER,45
OKALOOSA,100122,Available Capacity,NORTH OKALOOSA MEDICAL CENTER,0.398230088
OKALOOSA,100122,Total Staffed Bed Capacity,NORTH OKALOOSA MEDICAL CENTER,113
OKALOOSA,100223,Bed Census,FORT WALTON BEACH MEDICAL CENTER,226
OKALOOSA,100223,Available,FORT WALTON BEACH MEDICAL CENTER,20
OKALOOSA,100223,Available Capacity,FORT WALTON BEACH MEDICAL CENTER,0.081300813
OKALOOSA,100223,Total Staffed Bed Capacity,FORT WALTON BEACH MEDICAL CENTER,246
OKALOOSA,111520,Bed Census,GULF COAST TREATMENT CENTER,28
OKALOOSA,111520,Available,GULF COAST TREATMENT CENTER,0
OKALOOSA,111520,Available Capacity,GULF COAST TREATMENT CENTER,0
OKALOOSA,111520,Total Staffed Bed Capacity,GULF COAST TREATMENT CENTER,28
OKALOOSA,23960106,Bed Census,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",17
OKALOOSA,23960106,Available,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",13
OKALOOSA,23960106,Available Capacity,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",0.433333333
OKALOOSA,23960106,Total Staffed Bed Capacity,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",30
OKEECHOBEE,100252,Bed Census,RAULERSON HOSPITAL,61
OKEECHOBEE,100252,Available,RAULERSON HOSPITAL,39
OKEECHOBEE,100252,Available Capacity,RAULERSON HOSPITAL,0.39
OKEECHOBEE,100252,Total Staffed Bed Capacity,RAULERSON HOSPITAL,100
ORANGE,100006,Bed Census,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,631
ORANGE,100006,Available,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,177
ORANGE,100006,Available Capacity,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,0.219059406
ORANGE,100006,Total Staffed Bed Capacity,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,808
ORANGE,100007,Bed Census,ADVENTHEALTH ORLANDO,"1,031"
ORANGE,100007,Available,ADVENTHEALTH ORLANDO,317
ORANGE,100007,Available Capacity,ADVENTHEALTH ORLANDO,0.235163205
ORANGE,100007,Total Staffed Bed Capacity,ADVENTHEALTH ORLANDO,"1,348"
ORANGE,100021,Bed Census,ADVENTHEALTH EAST ORLANDO,254
ORANGE,100021,Available,ADVENTHEALTH EAST ORLANDO,41
ORANGE,100021,Available Capacity,ADVENTHEALTH EAST ORLANDO,0.138983051
ORANGE,100021,Total Staffed Bed Capacity,ADVENTHEALTH EAST ORLANDO,295
ORANGE,100030,Bed Census,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,194
ORANGE,100030,Available,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,22
ORANGE,100030,Available Capacity,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,0.101851852
ORANGE,100030,Total Staffed Bed Capacity,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,216
ORANGE,100129,Bed Census,ASPIRE HEALTH PARTNERS,48
ORANGE,100129,Available,ASPIRE HEALTH PARTNERS,0
ORANGE,100129,Available Capacity,ASPIRE HEALTH PARTNERS,0
ORANGE,100129,Total Staffed Bed Capacity,ASPIRE HEALTH PARTNERS,48
ORANGE,100162,Bed Census,ADVENTHEALTH WINTER PARK,247
ORANGE,100162,Available,ADVENTHEALTH WINTER PARK,175
ORANGE,100162,Available Capacity,ADVENTHEALTH WINTER PARK,0.414691943
ORANGE,100162,Total Staffed Bed Capacity,ADVENTHEALTH WINTER PARK,422
ORANGE,110047,Bed Census,UNIVERSITY BEHAVIORAL CENTER,77
ORANGE,110047,Available,UNIVERSITY BEHAVIORAL CENTER,40
ORANGE,110047,Available Capacity,UNIVERSITY BEHAVIORAL CENTER,0.341880342
ORANGE,110047,Total Staffed Bed Capacity,UNIVERSITY BEHAVIORAL CENTER,117
ORANGE,110051,Bed Census,LA AMISTAD RESIDENTIAL TREATMENT CENTER,31
ORANGE,110051,Available,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0
ORANGE,110051,Available Capacity,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0
ORANGE,110051,Total Staffed Bed Capacity,LA AMISTAD RESIDENTIAL TREATMENT CENTER,31
ORANGE,120001,Bed Census,ARNOLD PALMER MEDICAL CENTER,319
ORANGE,120001,Available,ARNOLD PALMER MEDICAL CENTER,134
ORANGE,120001,Available Capacity,ARNOLD PALMER MEDICAL CENTER,0.295805740
ORANGE,120001,Total Staffed Bed Capacity,ARNOLD PALMER MEDICAL CENTER,453
ORANGE,120002,Bed Census,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,265
ORANGE,120002,Available,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,10
ORANGE,120002,Available Capacity,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,0.036363636
ORANGE,120002,Total Staffed Bed Capacity,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,275
ORANGE,120003,Bed Census,ADVENTHEALTH APOPKA,94
ORANGE,120003,Available,ADVENTHEALTH APOPKA,26
ORANGE,120003,Available Capacity,ADVENTHEALTH APOPKA,0.216666667
ORANGE,120003,Total Staffed Bed Capacity,ADVENTHEALTH APOPKA,120
ORANGE,23960043,Bed Census,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),33
ORANGE,23960043,Available,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),2
ORANGE,23960043,Available Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),0.057142857
ORANGE,23960043,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),35
ORANGE,23960068,Bed Census,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),64
ORANGE,23960068,Available,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0
ORANGE,23960068,Available Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0
ORANGE,23960068,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),64
ORANGE,23960083,Bed Census,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,120
ORANGE,23960083,Available,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0
ORANGE,23960083,Available Capacity,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0
ORANGE,23960083,Total Staffed Bed Capacity,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,120
ORANGE,23960096,Bed Census,NEMOURS CHILDREN'S HOSPITAL,81
ORANGE,23960096,Available,NEMOURS CHILDREN'S HOSPITAL,8
ORANGE,23960096,Available Capacity,NEMOURS CHILDREN'S HOSPITAL,0.089887640
ORANGE,23960096,Total Staffed Bed Capacity,NEMOURS CHILDREN'S HOSPITAL,89
OSCEOLA,100074,Bed Census,ORLANDO HEALTH ST. CLOUD HOSPITAL,66
OSCEOLA,100074,Available,ORLANDO HEALTH ST. CLOUD HOSPITAL,35
OSCEOLA,100074,Available Capacity,ORLANDO HEALTH ST. CLOUD HOSPITAL,0.346534653
OSCEOLA,100074,Total Staffed Bed Capacity,ORLANDO HEALTH ST. CLOUD HOSPITAL,101
OSCEOLA,100089,Bed Census,ADVENTHEALTH KISSIMMEE,127
OSCEOLA,100089,Available,ADVENTHEALTH KISSIMMEE,44
OSCEOLA,100089,Available Capacity,ADVENTHEALTH KISSIMMEE,0.257309942
OSCEOLA,100089,Total Staffed Bed Capacity,ADVENTHEALTH KISSIMMEE,171
OSCEOLA,100110,Bed Census,OSCEOLA REGIONAL MEDICAL CENTER,341
OSCEOLA,100110,Available,OSCEOLA REGIONAL MEDICAL CENTER,85
OSCEOLA,100110,Available Capacity,OSCEOLA REGIONAL MEDICAL CENTER,0.199530516
OSCEOLA,100110,Total Staffed Bed Capacity,OSCEOLA REGIONAL MEDICAL CENTER,426
OSCEOLA,23960017,Bed Census,ADVENTHEALTH CELEBRATION,211
OSCEOLA,23960017,Available,ADVENTHEALTH CELEBRATION,106
OSCEOLA,23960017,Available Capacity,ADVENTHEALTH CELEBRATION,0.334384858
OSCEOLA,23960017,Total Staffed Bed Capacity,ADVENTHEALTH CELEBRATION,317
OSCEOLA,23960111,Bed Census,POINCIANA MEDICAL CENTER,69
OSCEOLA,23960111,Available,POINCIANA MEDICAL CENTER,0
OSCEOLA,23960111,Available Capacity,POINCIANA MEDICAL CENTER,0
OSCEOLA,23960111,Total Staffed Bed Capacity,POINCIANA MEDICAL CENTER,69
OSCEOLA,23960129,Bed Census,BLACKBERRY CENTER,55
OSCEOLA,23960129,Available,BLACKBERRY CENTER,9
OSCEOLA,23960129,Available Capacity,BLACKBERRY CENTER,0.140625
OSCEOLA,23960129,Total Staffed Bed Capacity,BLACKBERRY CENTER,64
PALM BEACH,100002,Bed Census,BETHESDA HOSPITAL EAST,249
PALM BEACH,100002,Available,BETHESDA HOSPITAL EAST,140
PALM BEACH,100002,Available Capacity,BETHESDA HOSPITAL EAST,0.359897172
PALM BEACH,100002,Total Staffed Bed Capacity,BETHESDA HOSPITAL EAST,389
PALM BEACH,100010,Bed Census,ST MARY'S MEDICAL CENTER,389
PALM BEACH,100010,Available,ST MARY'S MEDICAL CENTER,140
PALM BEACH,100010,Available Capacity,ST MARY'S MEDICAL CENTER,0.264650284
PALM BEACH,100010,Total Staffed Bed Capacity,ST MARY'S MEDICAL CENTER,529
PALM BEACH,100080,Bed Census,JFK MEDICAL CENTER,366
PALM BEACH,100080,Available,JFK MEDICAL CENTER,224
PALM BEACH,100080,Available Capacity,JFK MEDICAL CENTER,0.379661017
PALM BEACH,100080,Total Staffed Bed Capacity,JFK MEDICAL CENTER,590
PALM BEACH,100130,Bed Census,LAKESIDE MEDICAL CENTER,23
PALM BEACH,100130,Available,LAKESIDE MEDICAL CENTER,47
PALM BEACH,100130,Available Capacity,LAKESIDE MEDICAL CENTER,0.671428571
PALM BEACH,100130,Total Staffed Bed Capacity,LAKESIDE MEDICAL CENTER,70
PALM BEACH,100168,Bed Census,BOCA RATON REGIONAL HOSPITAL,264
PALM BEACH,100168,Available,BOCA RATON REGIONAL HOSPITAL,102
PALM BEACH,100168,Available Capacity,BOCA RATON REGIONAL HOSPITAL,0.278688525
PALM BEACH,100168,Total Staffed Bed Capacity,BOCA RATON REGIONAL HOSPITAL,366
PALM BEACH,100176,Bed Census,PALM BEACH GARDENS MEDICAL CENTER,165
PALM BEACH,100176,Available,PALM BEACH GARDENS MEDICAL CENTER,48
PALM BEACH,100176,Available Capacity,PALM BEACH GARDENS MEDICAL CENTER,0.225352113
PALM BEACH,100176,Total Staffed Bed Capacity,PALM BEACH GARDENS MEDICAL CENTER,213
PALM BEACH,100234,Bed Census,JFK MEDICAL CENTER NORTH CAMPUS,132
PALM BEACH,100234,Available,JFK MEDICAL CENTER NORTH CAMPUS,100
PALM BEACH,100234,Available Capacity,JFK MEDICAL CENTER NORTH CAMPUS,0.431034483
PALM BEACH,100234,Total Staffed Bed Capacity,JFK MEDICAL CENTER NORTH CAMPUS,232
PALM BEACH,100253,Bed Census,JUPITER MEDICAL CENTER,161
PALM BEACH,100253,Available,JUPITER MEDICAL CENTER,81
PALM BEACH,100253,Available Capacity,JUPITER MEDICAL CENTER,0.334710744
PALM BEACH,100253,Total Staffed Bed Capacity,JUPITER MEDICAL CENTER,242
PALM BEACH,100258,Bed Census,DELRAY MEDICAL CENTER,348
PALM BEACH,100258,Available,DELRAY MEDICAL CENTER,115
PALM BEACH,100258,Available Capacity,DELRAY MEDICAL CENTER,0.248380130
PALM BEACH,100258,Total Staffed Bed Capacity,DELRAY MEDICAL CENTER,463
PALM BEACH,104008,Bed Census,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",0
PALM BEACH,104008,Available,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",0
PALM BEACH,104008,Available Capacity,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",
PALM BEACH,104008,Total Staffed Bed Capacity,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",0
PALM BEACH,110006,Bed Census,PALMS WEST HOSPITAL,175
PALM BEACH,110006,Available,PALMS WEST HOSPITAL,29
PALM BEACH,110006,Available Capacity,PALMS WEST HOSPITAL,0.142156863
PALM BEACH,110006,Total Staffed Bed Capacity,PALMS WEST HOSPITAL,204
PALM BEACH,110008,Bed Census,WEST BOCA MEDICAL CENTER,127
PALM BEACH,110008,Available,WEST BOCA MEDICAL CENTER,89
PALM BEACH,110008,Available Capacity,WEST BOCA MEDICAL CENTER,0.412037037
PALM BEACH,110008,Total Staffed Bed Capacity,WEST BOCA MEDICAL CENTER,216
PALM BEACH,110010,Bed Census,WELLINGTON REGIONAL MEDICAL CENTER,200
PALM BEACH,110010,Available,WELLINGTON REGIONAL MEDICAL CENTER,45
PALM BEACH,110010,Available Capacity,WELLINGTON REGIONAL MEDICAL CENTER,0.183673469
PALM BEACH,110010,Total Staffed Bed Capacity,WELLINGTON REGIONAL MEDICAL CENTER,245
PALM BEACH,110403,Bed Census,GOOD SAMARITAN MEDICAL CENTER,187
PALM BEACH,110403,Available,GOOD SAMARITAN MEDICAL CENTER,20
PALM BEACH,110403,Available Capacity,GOOD SAMARITAN MEDICAL CENTER,0.096618357
PALM BEACH,110403,Total Staffed Bed Capacity,GOOD SAMARITAN MEDICAL CENTER,207
PALM BEACH,23960072,Bed Census,SELECT SPECIALTY HOSPITAL- PALM BEACH,51
PALM BEACH,23960072,Available,SELECT SPECIALTY HOSPITAL- PALM BEACH,9
PALM BEACH,23960072,Available Capacity,SELECT SPECIALTY HOSPITAL- PALM BEACH,0.15
PALM BEACH,23960072,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL- PALM BEACH,60
PALM BEACH,23960074,Bed Census,KINDRED HOSPITAL THE PALM BEACHES,49
PALM BEACH,23960074,Available,KINDRED HOSPITAL THE PALM BEACHES,6
PALM BEACH,23960074,Available Capacity,KINDRED HOSPITAL THE PALM BEACHES,0.109090909
PALM BEACH,23960074,Total Staffed Bed Capacity,KINDRED HOSPITAL THE PALM BEACHES,55
PALM BEACH,23960098,Bed Census,BETHESDA HOSPITAL WEST,71
PALM BEACH,23960098,Available,BETHESDA HOSPITAL WEST,9
PALM BEACH,23960098,Available Capacity,BETHESDA HOSPITAL WEST,0.1125
PALM BEACH,23960098,Total Staffed Bed Capacity,BETHESDA HOSPITAL WEST,80
PASCO,100046,Bed Census,ADVENTHEALTH ZEPHYRHILLS,115
PASCO,100046,Available,ADVENTHEALTH ZEPHYRHILLS,18
PASCO,100046,Available Capacity,ADVENTHEALTH ZEPHYRHILLS,0.135338346
PASCO,100046,Total Staffed Bed Capacity,ADVENTHEALTH ZEPHYRHILLS,133
PASCO,100063,Bed Census,MORTON PLANT NORTH BAY HOSPITAL,188
